"ID","manufacturer","model","model_name","year","body_style","power","ccm","cylinders","steering","transmission","drive","fuel","condition","price"
272106,"Volkswagen","Beetle","Beetle 1303",1975,"Convertible",32,1285,4,"Left (LHD)","Manual","Rear","Petrol","Original",19500
272117,"Volkswagen","Beetle","Beetle 1303",1973,"Convertible",32,1285,4,"Left (LHD)","Manual","Rear","Petrol","Original",17900
272132,"Volvo","262","262 C Bertone",1981,"Coupe",100,2849,6,"Left (LHD)","Automatic","Rear","Petrol","Original",12800
272145,"Porsche","911","911 Carrera",1999,"Coupe",221,3387,6,"Left (LHD)","Manual","Rear","Petrol","Original",45900
272119,"Porsche","911","911 Carrera 2.7",1974,"Convertible",154,2687,6,"Left (LHD)","Manual","Rear","Petrol","Original",160000
272127,"Porsche","911","911 2.0 E",1968,"Coupe",103,1991,6,"Left (LHD)","Manual","Rear","Petrol","Original",122000
272143,"Vanden Plas","Princess","1300",1983,"Saloon",43,1275,4,"Left (LHD)","Automatic","Rear","Petrol","Original",10000
272164,"Renault","R 8","R 8 S",1968,"Saloon",39,1108,4,"Left (LHD)","Automatic","Rear","Petrol","Original",3000
272126,"Peugeot","206","206 2.0",1999,"Small car",99,1997,4,"Left (LHD)","Manual","Front","Petrol","Original",12500
272156,"Rolls-Royce","Silver Shadow","Silver Shadow I",1976,"Saloon",147,6750,8,"Left (LHD)","Automatic","Rear","Petrol","Original",14900
272135,"Alfa Romeo","Giulia","Giulia 1600 Super",1980,"Saloon",65,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",14500
272162,"Alfa Romeo","Alfetta","Alfetta GT 1.6",1979,"Coupe",79,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",15000
272130,"Mercedes-Benz","G-Class","300 GD (SWB)",1990,"4x4",83,2996,6,"Left (LHD)","Automatic","4WD","Diesel","Original",27900
272107,"Cadillac","DeVille","DeVille Convertible",1965,"Convertible",250,7030,8,"Left (LHD)","Automatic","Rear","Petrol","Original",30200
272104,"Citroën","DS","DS 23 Pallas IE",1974,"Saloon",93,2347,4,"Left (LHD)","Manual","Front","Petrol","Original",27500
272140,"Glas","Goggomobil","Goggomobil T 300",1958,"Small car",11,293,2,"Left (LHD)","Manual","Rear","Petrol","Original",19000
272148,"Lancia","Appia","Appia",1962,"Saloon",35,1090,4,"Left (LHD)","Manual","Rear","Petrol","Original",10500
272110,"Alfa Romeo","Spider","1600 Spider",1981,"Convertible",76,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",24900
272139,"Autobianchi","Bianchina","Bianchina",1963,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",10000
272151,"Mercedes-Benz","E-Class","200 E",1990,"Saloon",90,1997,4,"Left (LHD)","Manual","Rear","Petrol","Original",5900
272133,"Autobianchi","Bianchina","Bianchina Convertible",1971,"Convertible",15,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",19000
272160,"Opel","GT","GT 1900",1969,"Coupe",66,1897,4,"Left (LHD)","Manual","Rear","Petrol","Original",16000
272152,"FIAT","128","128",1976,"Saloon",40,1116,4,"Left (LHD)","Manual","Front","Petrol","Original",5800
272134,"Alfa Romeo","Spider","Spider 1300 Junior",1970,"Convertible",65,1290,4,"Left (LHD)","Manual","Rear","Petrol","Original",18990
272138,"Ferrari","328","328 GTS",1990,"Convertible",199,3185,8,"Left (LHD)","Manual","Rear","Petrol","Original",115000
272147,"Alfa Romeo","2000","2000 Berlina",1973,"Saloon",95,1962,4,"Left (LHD)","Manual","Rear","Petrol","Original",17000
272158,"Mercedes-Benz","E-Class","230 CE",1991,"Coupe",97,2299,4,"Left (LHD)","Manual","Rear","Petrol","Original",5800
272192,"De Tomaso","Longchamp","Longchamp",1978,"Coupe",243,5763,8,"Left (LHD)","Automatic","Rear","Petrol","Original",58500
272087,"Alfa Romeo","2600","2600 Spider",1966,"Convertible",107,2584,6,"Left (LHD)","Manual","Rear","Petrol","Original",149000
272146,"Austin","Mini","Mini Countryman",1968,"Estate",28,998,4,"Left (LHD)","Manual","Front","Petrol","Original",43000
186964,"Porsche","911","911 2.0",1965,"Coupe",96,1991,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",160000
272154,"Volkswagen","Beetle","Beetle 1303",1978,"Convertible",25,1200,4,"Left (LHD)","Manual","Rear","Petrol","Original",24500
146927,"Porsche","911","911 2.7",1974,"Coupe",110,2687,6,"Left (LHD)","Manual","Rear","Petrol","Original",55000
272141,"Ford","Taunus","12m Turnier",1963,"Estate",29,1183,4,"Left (LHD)","Manual","Front","Petrol","Original",20500
272136,"Porsche","911","911 2.0 L",1967,"Coupe",96,1991,6,"Left (LHD)","Manual","Rear","Petrol","Original",134000
272061,"Mercedes-Benz","SL-Class","350 SL",1971,"Convertible",147,3499,8,"Left (LHD)","Automatic","Rear","Petrol","Original",18950
272053,"Volvo","V 70","XC70 2.4T",2001,"Estate",147,2435,5,"Left (LHD)","Manual","4WD","Petrol","Original",3950
272055,"Mercedes-Benz","E-Class","300 CE",1987,"Coupe",132,2962,6,"Left (LHD)","Automatic","Rear","Petrol","Original",12950
265029,"Cadillac","DeVille","Coupe DeVille",1959,"Coupe",227,6384,8,"Left (LHD)","Automatic","Rear","Petrol","Original",59940
272101,"MG","T-Type","TD",1953,"Convertible",40,1250,4,"Left (LHD)","Manual","Rear","Petrol","Restored",31900
272128,"Porsche","911","911 Carrera 4",1990,"Coupe",184,3600,6,"Left (LHD)","Manual","4WD","Petrol","Original",66500
272100,"Porsche","911","911 Carrera S",2007,"Coupe",261,3824,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",41900
272114,"Jaguar","420 G","420 G",1970,"Saloon",195,4235,6,"Left (LHD)","Manual","Rear","Petrol","Original",27000
272096,"Mercedes-Benz","250","250 SE",1967,"Coupe",110,2496,6,"Left (LHD)","Automatic","Rear","Petrol","Original",78750
272091,"Mercedes-Benz","SL-Class","280 SL",1970,"Convertible",125,2778,6,"Left (LHD)","Automatic","Rear","Petrol","Original",89950
272099,"MG","MGA","MGA 1600",1961,"Convertible",58,1588,4,"Left (LHD)","Manual","Rear","Petrol","Restored",44900
272097,"Mercedes-Benz","SL-Class","230 SL",1966,"Convertible",110,2306,6,"Left (LHD)","Manual","Rear","Petrol","Original",74900
272095,"Mini","Mini","1,3i SPi",1994,"Convertible",46,1273,4,"Left (LHD)","Manual","Front","Petrol","Restored",15900
272088,"Maserati","Quattroporte","Quattroporte 4.2",2007,"Saloon",294,4244,8,"Left (LHD)","Automatic","Rear","Petrol","Authentic",21950
272090,"Jaguar","E-Type","E-Type (2+2)",1968,"Coupe",195,4235,6,"Left (LHD)","Manual","Rear","Petrol","Restored",92500
272083,"Ford","Mustang","Mustang 289",1967,"Coupe",149,4727,8,"Left (LHD)","Automatic","Rear","Petrol","Original",31500
272086,"MG","MGB","MGB",1976,"Convertible",71,1798,4,"Left (LHD)","Manual","Rear","Petrol","Restored",19900
272081,"FIAT","500","500 L",1971,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",15500
272078,"Jaguar","XJ S","XJ-SC 3.6",1988,"Convertible",168,3590,6,"Left (LHD)","Automatic","Rear","Petrol","Original",29900
272065,"Dodge","30-35","30-35",1916,"Convertible",26,3300,4,"Left (LHD)","Manual","Rear","Petrol","Original",17964
272076,"Mercedes-Benz","E-Class","E 250 CDI",2011,"Convertible",150,2143,4,"Right (RHD)","Automatic","Rear","Diesel","Original",9593
272072,"Ford","Mustang","Mustang 289",1964,"Coupe",157,4727,8,"Left (LHD)","Manual","Rear","Petrol","Original",32000
272056,"Lincoln","Continental","Continental Mark V",1978,"Coupe",157,7536,8,"Left (LHD)","Automatic","Rear","Petrol","Part-Restored",13999
272069,"BMW","6 Series","650i",2006,"Convertible",270,4799,8,"Right (RHD)","Semi-Automatic","Rear","Petrol","Original",9581
258041,"Rolls-Royce","Wraith","Wraith",2016,"Coupe",465,6592,12,"Right (RHD)","Automatic","Rear","Petrol","Original",223790
142774,"Lamborghini","Diablo","Diablo SV",1998,"Coupe",375,5707,12,"Right (RHD)","Manual","Rear","Petrol","Original",294469
192567,"Volkswagen","Beetle","Beetle 1200",1965,"Saloon",25,1184,4,"Left (LHD)","Automatic","Rear","Electric","Conversion/ Special",58773
258043,"Lamborghini","Huracán","Huracán Performante",2018,"Coupe",471,5204,10,"Right (RHD)","Semi-Automatic","4WD","Petrol","Original",241460
258012,"Aston Martin","DB 2/4","DB 2/4 Mk III",1959,"Coupe",119,2922,6,"Right (RHD)","Manual","Rear","Petrol","Restored",347509
197197,"Ford","Mustang","Mustang 289",1965,"Convertible",149,4727,8,"Left (LHD)","Automatic","Rear","Petrol","Original",58577
232822,"Ferrari","599","599 GTB HGTE",2012,"Coupe",456,5999,12,"Right (RHD)","Semi-Automatic","Rear","Petrol","Original",349479
142780,"Ferrari","Testarossa","Testarossa",1991,"Coupe",287,4943,12,"Right (RHD)","Manual","Rear","Petrol","Authentic",294469
232824,"Ferrari","599","599 GTB Fiorano",2007,"Coupe",456,5999,12,"Right (RHD)","Semi-Automatic","Rear","Petrol","Original",104823
197208,"Lamborghini","Aventador","Aventador LP 700-4 Roadster",2016,"Convertible",515,6498,12,"Right (RHD)","Automatic","4WD","Petrol","Original",382319
232836,"Ferrari","488","488 GTB",2018,"Coupe",493,3902,8,"Right (RHD)","Semi-Automatic","Rear","Petrol","Original",244626
181545,"Lamborghini","Gallardo","Gallardo LP 560-4 Spyder",2011,"Convertible",419,5204,10,"Right (RHD)","Semi-Automatic","4WD","Petrol","Original",123660
258005,"Nekaf","Jeep","Jeep M38 A1",1955,"4x4",53,2199,4,"Left (LHD)","Manual","4WD","Petrol","Authentic",23530
258032,"Bentley","Continental GT","Continental GT V8 S",2015,"Coupe",388,3993,8,"Right (RHD)","Automatic","4WD","Petrol","Original",78896
232842,"Jaguar","E-Type","E-Type 3.8",1963,"Convertible",198,3781,6,"Right (RHD)","Manual","Rear","Petrol","Restored",198025
258035,"Land Rover","Defender","Defender 90",2015,"4x4",90,2198,4,"Right (RHD)","Manual","4WD","Diesel","Authentic",76540
258020,"Ferrari","Dino","Dino 246 GT",1971,"Coupe",143,2418,6,"Right (RHD)","Manual","Rear","Petrol","Authentic",412269
252760,"Allard","J2","J2X",1952,"Convertible",110,4375,8,"Right (RHD)","Manual","Rear","Petrol","Original",250364
263810,"Ferrari","456","456M GTA",2003,"Coupe",325,5474,12,"Right (RHD)","Automatic","Rear","Petrol","Original",64434
260569,"BMW","Z8","Z8",2001,"Convertible",294,4941,8,"Left (LHD)","Manual","Rear","Petrol","Original",230000
264893,"Porsche","911","911 Carrera",1998,"Coupe",210,3600,6,"Right (RHD)","Automatic","Rear","Petrol","Original",55882
263809,"MG","RV8","RV8",1994,"Convertible",141,3946,8,"Right (RHD)","Manual","Rear","Petrol","Original",29065
242302,"Aston Martin","Vanquish","Vanquish Zagato Shooting Brake",2018,"Estate",427,5935,12,"Left (LHD)","Automatic","Rear","Petrol","Original",725000
264885,"Porsche","911","911 Carrera 2",1992,"Convertible",184,3600,6,"Left (LHD)","Automatic","Rear","Petrol","Original",92500
263805,"Porsche","911","911 Carrera 2.7",1974,"Coupe",154,2687,6,"Left (LHD)","Manual","Rear","Petrol","Original",107182
216972,"Jaguar","XK","XK 120 DHC",1954,"Convertible",119,3442,6,"Left (LHD)","Manual","Rear","Petrol","Restored",92192
235518,"Jaguar","XK","XK 150 SE FHC",1957,"Coupe",157,3442,6,"Right (RHD)","Manual","Rear","Petrol","Restored",74255
263232,"MG","T-Type","TC",1946,"Convertible",40,1250,4,"Right (RHD)","Manual","Rear","Petrol","Original",70898
260550,"Aston Martin","V8","V8 Vantage X-Pack",1987,"Coupe",322,5340,8,"Right (RHD)","Manual","Rear","Petrol","Original",399500
263804,"Riley","2.5 Litre","2.5 Litre RMB",1948,"Convertible",66,2443,4,"Right (RHD)","Manual","Rear","Petrol","Original",23771
248999,"Ferrari","488","488 GTB",2016,"Coupe",493,3902,8,"Right (RHD)","Semi-Automatic","Rear","Petrol","Original",171429
218873,"Jaguar","E-Type","E-Type V12 (2+2)",1973,"Coupe",203,5343,12,"Right (RHD)","Automatic","Rear","Petrol","Restored",87260
248994,"Porsche","911","911 Speedster 3.2",1989,"Convertible",160,3164,6,"Left (LHD)","Manual","Rear","Petrol","Original",285000
264881,"Bentley","3 Litre","3 Litre",1925,"Convertible",51,2996,4,"Right (RHD)","Manual","Rear","Petrol","Original",264706
268278,"Jaguar","E-Type","E-Type",1969,"Convertible",154,4235,6,"Left (LHD)","Manual","Rear","Petrol","Original",82711
265581,"Aston Martin","DBS","DBS",2012,"Coupe",380,5935,12,"Left (LHD)","Automatic","Rear","Petrol","Original",79367
263645,"McLaren","Senna","Senna",2018,"Coupe",588,3994,8,"Right (RHD)","Automatic","Rear","Petrol","Original",735874
267671,"Mercedes-Benz","123","220 D",1977,"Saloon",44,2197,4,"Left (LHD)","Manual","Rear","Diesel","Original",1650
243622,"Austin-Healey","3000","3000 Mk II (BT7)",1961,"Convertible",96,2912,6,"Right (RHD)","Manual","Rear","Petrol","Restored",87150
227482,"Porsche","968","968",1993,"Convertible",177,2990,4,"Right (RHD)","Manual","Rear","Petrol","Authentic",20900
263750,"Jaguar","XK","XK 150 FHC",1959,"Coupe",142,3442,6,"Right (RHD)","Manual","Rear","Petrol","Authentic",94112
255546,"Jaguar","XK","XK 150 3.4 S OTS",1959,"Convertible",187,3442,6,"Right (RHD)","Manual","Rear","Petrol","Authentic",201464
250236,"Jaguar","E-Type","E-Type 3.8 Flat Floor",1961,"Coupe",198,3781,6,"Right (RHD)","Manual","Rear","Petrol","Original",142208
241698,"Aston Martin","Vanquish","V12 Vanquish S",2005,"Coupe",388,5935,12,"Right (RHD)","Manual","Rear","Petrol","Authentic",139508
241695,"Jaguar","XK","XK 150 FHC",1957,"Coupe",142,3442,6,"Right (RHD)","Automatic","Rear","Petrol","Authentic",86870
241752,"Jaguar","XK","XK 150 FHC",1959,"Coupe",142,3442,6,"Right (RHD)","Manual","Rear","Petrol","Authentic",110037
244497,"Jaguar","XK","XK 150 3.4 S OTS",1958,"Convertible",187,3442,6,"Right (RHD)","Manual","Rear","Petrol","Recreation",227625
254418,"Jaguar","Mk II","Mk II 3.8",1963,"Saloon",165,3781,6,"Right (RHD)","Manual","Rear","Petrol","Authentic",71101
259938,"Jaguar","XK","XK 150 3.4 S OTS",1958,"Convertible",187,3442,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",171836
243390,"Jaguar","Mk II","Mk II 3.8",1961,"Saloon",165,3781,6,"Right (RHD)","Manual","Rear","Petrol","Restored",70930
216181,"Aston Martin","DB 2/4","DB 2/4 Mk III",1958,"Coupe",119,2922,6,"Right (RHD)","Manual","Rear","Petrol","Original",250698
231792,"Jaguar","E-Type","E-Type 3.8 Flat Floor",1961,"Convertible",198,3781,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",405562
250845,"Jaguar","XK","XK 140 FHC",1955,"Coupe",142,3442,6,"Right (RHD)","Manual","Rear","Petrol","Original",94803
218949,"Maserati","Mexico","Mexico 4700",1969,"Coupe",213,4719,8,"Left (LHD)","Manual","Rear","Petrol","Restored",125000
272052,"Lancia","Fulvia","Fulvia Coupe",1973,"Coupe",66,1298,4,"Left (LHD)","Manual","Front","Petrol","Restored",19500
271884,"Mercedes-Benz","SL-Class","300 SL",1989,"Convertible",132,2962,6,"Left (LHD)","Automatic","Rear","Petrol","Original",79900
272051,"Rolls-Royce","Silver Cloud","Silver Cloud I",1956,"Saloon",132,4887,6,"Right (RHD)","Automatic","Rear","Petrol","Authentic",34000
271288,"Citroën","DS","DS 23 IE",1973,"Saloon",93,2347,4,"Left (LHD)","Semi-Automatic","Front","Petrol","Restored",63000
244856,"FIAT","500","500 L",1971,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",8500
169230,"Maserati","Indy","Indy 4700",1972,"Coupe",213,4719,8,"Left (LHD)","Manual","Rear","Petrol","Authentic",79950
272045,"Toyota","Land Cruiser","Land Cruiser J90",1997,"4x4",92,2982,4,"Left (LHD)","Manual","4WD","Diesel","Original",12800
271907,"LaSalle","345","345-A",1931,"Coupe",85,5786,8,"Left (LHD)","Manual","Rear","Petrol","Original",95000
244103,"AMC","Rambler","Rambler Six Cross Country",1958,"Estate",92,3195,6,"Left (LHD)","Semi-Automatic","Rear","Petrol","Restored",19999
260137,"Alfa Romeo","Giulia","Giulia 1600 Sprint",1962,"Coupe",68,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",49000
267902,"Alfa Romeo","Alfetta","Alfetta 1.8",1972,"Saloon",90,1779,4,"Left (LHD)","Manual","Rear","Petrol","Restored",22000
256515,"Audi","80","80 - 1.8",1988,"Saloon",55,1760,4,"Left (LHD)","Manual","Front","Petrol","Original",2500
269620,"Maserati","Biturbo","420 i",1986,"Saloon",136,1996,6,"Left (LHD)","Manual","Rear","Petrol","Original",5000
256500,"FIAT","1100","1100 D",1964,"Saloon",37,1221,4,"Left (LHD)","Manual","Rear","Petrol","Original",6000
205543,"Austin-Healey","100","100/4 (BN2)",1955,"Convertible",66,2660,4,"Left (LHD)","Manual","Rear","Petrol","Restored",119000
207616,"Porsche","911","911 2.0 S",1967,"Coupe",125,1991,6,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",99000
262817,"Lotus","Seven","Super",1965,"Convertible",66,1498,4,"Right (RHD)","Manual","Rear","Petrol","Original",40000
193164,"Alpine","V 6","V6 Turbo Europa Cup",1987,"Racing car",195,2458,6,"Left (LHD)","Manual","Rear","Petrol","Restored",59900
272029,"Mercedes-Benz","E-Class","300 TE",1992,"Estate",132,2962,6,"Left (LHD)","Automatic","Rear","Petrol","Original",20000
272040,"Mercedes-Benz","SL-Class","SL 320",1994,"Convertible",170,3199,6,"Left (LHD)","Automatic","Rear","Petrol","Original",16980
272027,"Maserati","Biturbo","222",1989,"Coupe",165,1996,6,"Left (LHD)","Manual","Rear","Petrol","Original",22900
272043,"Volkswagen","Polo","Polo II G40",1992,"Coupe",83,1272,4,"Left (LHD)","Manual","Front","Petrol","Authentic",12990
272042,"BMW","5 Series","520i",1973,"Saloon",96,1990,4,"Left (LHD)","Manual","Rear","Petrol","Original",18990
272041,"FIAT","124","124 Sport Coupe",1968,"Coupe",66,1438,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",15990
272039,"FIAT","2300","2300 S Coupe",1965,"Coupe",100,2279,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",46900
272038,"Alfa Romeo","164","164 3.0 V6",1992,"Saloon",135,2959,6,"Left (LHD)","Manual","Front","Petrol","Original",14900
272037,"FIAT","Panda","Panda 4x4 1,0",1988,"Small car",37,999,4,"Left (LHD)","Manual","4WD","Petrol","Restored",12500
266075,"Porsche","911","911 Carrera",2016,"Convertible",272,2981,6,"Left (LHD)","Automatic","Rear","Petrol","Original",106000
247812,"Porsche","911","911 GT3",2007,"Coupe",305,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",96000
43138,"Porsche","911","911 Carrera 3.2",1984,"Convertible",170,3164,6,"Left (LHD)","Manual","Rear","Petrol","Original",69000
252604,"Porsche","911","911 Carrera 4S",2007,"Convertible",261,3824,6,"Left (LHD)","Automatic","4WD","Petrol","Original",66000
97741,"Porsche","911","911 Carrera 2",1991,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",72000
142383,"Porsche","356","356 A 1600",1956,"Coupe",44,1582,4,"Left (LHD)","Manual","Rear","Petrol","Restored",179000
249407,"Porsche","Cayman","Cayman",2010,"Coupe",195,2893,6,"Left (LHD)","Manual","Rear","Petrol","Original",34500
239451,"Porsche","911","911 Carrera 2",1992,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",72000
43265,"Porsche","911","911 Carrera 2",1991,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",67000
193312,"Porsche","356","356 A 1600 S",1959,"Convertible",55,1582,4,"Left (LHD)","Manual","Rear","Petrol","Restored",246000
43143,"Porsche","911","911 Speedster 3.2",1989,"Convertible",170,3164,6,"Left (LHD)","Manual","Rear","Petrol","Original",220000
254394,"Porsche","911","911 GT3",2014,"Coupe",349,3800,6,"Left (LHD)","Automatic","Rear","Petrol","Original",123000
253575,"Porsche","Boxster","Boxster",1999,"Convertible",150,2480,6,"Left (LHD)","Manual","Rear","Petrol","Original",16900
241048,"Porsche","911","911 Carrera",2003,"Coupe",235,3596,6,"Left (LHD)","Automatic","Rear","Petrol","Original",43000
43142,"Porsche","911","911 Speedster 3.2",1989,"Convertible",170,3164,6,"Left (LHD)","Manual","Rear","Petrol","Original",225000
43257,"Porsche","911","911 2.0 T",1968,"Coupe",81,1991,6,"Left (LHD)","Manual","Rear","Petrol","Original",99000
267341,"Porsche","Boxster","Boxster",2006,"Convertible",177,2687,6,"Left (LHD)","Manual","Rear","Petrol","Original",29500
84921,"Porsche","911","911 Carrera 4S",1996,"Coupe",210,3600,6,"Left (LHD)","Manual","4WD","Petrol","Original",109000
43267,"Porsche","911","911 Speedster",1993,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",220000
272026,"Lancia","Fulvia","Fulvia 1.3 S",1973,"Coupe",66,1298,4,"Left (LHD)","Manual","Front","Petrol","Original",27900
